1.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,61.5,43986944
2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,61.6,43986944
2.0,0.0,2.0,2.0,1.0,25.0,2.9,0.0,0.0,61.6,43986944
2.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,61.6,43986944
2.0,2.0,1.0,4.0,2.0,1.0,7.0,3.0,1.0,61.6,43986944
1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,61.6,43986944
3.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,61.6,43986944
4.0,21.0,4.0,5.2,3.1,4.0,19.4,7.1,2.0,61.6,43986944
4.0,3.0,4.0,5.0,17.3,7.9,3.0,4.0,1.0,61.6,43986944
2.0,1.0,1.0,3.9,3.9,5.0,1.0,0.0,1.0,61.6,43986944
1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,61.6,43986944
3.9,1.0,2.0,1.0,1.0,4.0,2.9,4.0,1.0,61.6,43986944
2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.9,1.0,61.6,43986944
1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,61.6,43986944
0.0,1.0,0.0,1.0,2.0,3.9,2.0,0.0,1.0,61.6,43986944
1.0,0.0,3.0,1.0,1.0,5.1,2.0,2.0,1.0,61.6,43986944
2.0,3.0,2.0,4.0,3.0,4.0,2.9,1.0,1.0,61.6,43986944
5.2,7.1,3.0,18.0,6.9,8.0,1.0,18.4,1.0,61.6,43986944
19.8,3.0,3.0,3.0,5.0,5.0,6.0,5.9,2.0,61.6,43986944
2.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,61.6,43986944
3.0,3.0,6.0,5.0,7.1,6.1,1.0,5.0,0.0,61.6,43986944
2.0,4.0,4.1,4.0,3.1,4.0,5.1,9.1,2.0,61.6,43986944
0.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,61.5,43986944
0.0,1.0,1.0,2.0,0.0,2.9,1.0,1.0,2.0,61.5,43986944
2.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,61.5,43986944
1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,61.5,43986944
1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,61.5,43986944
21.8,19.0,2.1,3.0,5.1,3.1,7.1,5.1,1.0,61.5,43986944
1.0,7.0,3.0,3.0,2.0,3.0,5.1,17.0,3.0,61.7,43986944
2.0,8.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,61.6,43986944
