s,a43391bc-8a45-11ea-ab09-0242ac140003,1588184230044162786,Temperatur/Schlafzimmer
r,a44358b8-8a45-11ea-9ff4-0242ac140004,1588184230149011006,Heizung/Schlafzimmer
s,a4acf8f4-8a45-11ea-ab09-0242ac140003,1588184230839789427,Temperatur/Küche
r,a4bcdb02-8a45-11ea-9ff4-0242ac140004,1588184230945631519,Heizung/Küche
s,a4c4cf7e-8a45-11ea-ab09-0242ac140003,1588184230996008083,Temperatur/Flur
r,a4d4a0c0-8a45-11ea-9ff4-0242ac140004,1588184231101031843,Heizung/Flur
s,a53fbd1a-8a45-11ea-ab09-0242ac140003,1588184231801593655,Temperatur/Schlafzimmer
s,a5459258-8a45-11ea-ab09-0242ac140003,1588184231839819893,Temperatur/Küche
r,a54f40fa-8a45-11ea-9ff4-0242ac140004,1588184231903749472,Heizung/Schlafzimmer
r,a55502e2-8a45-11ea-9ff4-0242ac140004,1588184231941445074,Heizung/Küche
s,a5aa02ec-8a45-11ea-ab09-0242ac140003,1588184232498108359,Temperatur/Flur
r,a5b9ebf8-8a45-11ea-9ff4-0242ac140004,1588184232603572442,Heizung/Flur
s,a5de7608-8a45-11ea-ab09-0242ac140003,1588184232841824618,Temperatur/Küche
r,a5ee349e-8a45-11ea-9ff4-0242ac140004,1588184232946590507,Heizung/Küche
s,a67774f2-8a45-11ea-ab09-0242ac140003,1588184233844507303,Temperatur/Küche
r,a68747d8-8a45-11ea-9ff4-0242ac140004,1588184233949914732,Heizung/Küche
s,a68f2688-8a45-11ea-ab09-0242ac140003,1588184233999791262,Temperatur/Flur
r,a69f06b6-8a45-11ea-9ff4-0242ac140004,1588184234104879412,Heizung/Flur
s,a7106c7a-8a45-11ea-ab09-0242ac140003,1588184234846998169,Temperatur/Küche
r,a7204546-8a45-11ea-9ff4-0242ac140004,1588184234952322326,Heizung/Küche
s,a7745d7a-8a45-11ea-ab09-0242ac140003,1588184235501975412,Temperatur/Flur
r,a7844190-8a45-11ea-9ff4-0242ac140004,1588184235607501843,Heizung/Flur
s,a7a96c5e-8a45-11ea-ab09-0242ac140003,1588184235849699283,Temperatur/Küche
r,a7b94e8a-8a45-11ea-9ff4-0242ac140004,1588184235955245326,Heizung/Küche
s,a82e1aa8-8a45-11ea-ab09-0242ac140003,1588184236719193717,Temperatur/Schlafzimmer
r,a83db67a-8a45-11ea-9ff4-0242ac140004,1588184236822721181,Heizung/Schlafzimmer
s,a8422746-8a45-11ea-ab09-0242ac140003,1588184236850616075,Temperatur/Küche
