uuid,message_x,timestamp_x,runtime_x,losses,sum of losses
a43391bc-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842300441628e+18,0.880124416,0,0
a44358b8-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842301475643e+18,0.983525888,0,0
a4acf8f4-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842308397893e+18,1.675750912,0,0
a4bcdb02-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.588184230943897e+18,1.779858688,0,0
a4c4cf7e-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842309960082e+18,1.831969792,0,0
a4d4a0c0-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842310996782e+18,1.935639808,0,0
a53fbd1a-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842318015936e+18,2.6375552,0,0
a5459258-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842318398198e+18,2.675781376,0,0
a54f40fa-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842319032817e+18,2.739243264,0,0
a55502e2-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842319410122e+18,2.776973824,0,0
a5aa02ec-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842324981084e+18,3.334070016,0,0
a5b9ebf8-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842326023775e+18,3.438339072,0,0
a5de7608-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842328418245e+18,3.677786112,0,0
a5ee349e-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842329450412e+18,3.781002752,0,0
a67774f2-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842338445074e+18,4.680468992,0,0
a68747d8-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842339482317e+18,4.78419328,0,0
a68f2688-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842339997914e+18,4.83575296,0,0
a69f06b6-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842341038287e+18,4.939790336,0,0
a7106c7a-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842348469983e+18,5.682959872,0,0
a7204546-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.588184234950859e+18,5.786820608,0,0
a7745d7a-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842355019753e+18,6.337936896,0,0
a7844190-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842356061256e+18,6.442087168,0,0
a7a96c5e-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842358496993e+18,6.685660928,0,0
a7b94e8a-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.588184235953807e+18,6.789768704,0,0
a82e1aa8-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842367191936e+18,7.5551552,0,0
a83db67a-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.588184236821539e+18,7.657500672,0,0
a8422746-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184236850616e+18,7.686577664,0,0
a8520c4c-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842369547958e+18,7.790757376,0,0
a8598526-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842370037637e+18,7.839725312,0,0
a86969d2-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842371079357e+18,7.943897344,0,0
a8ce4546-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842377688643e+18,8.604825856,0,0
a8dafd04-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842378522296e+18,8.688191232,0,0
a8ddf360-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842378716672e+18,8.7076288,0,0
a8eaf1f0-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842379568287e+18,8.792790272,0,0
a8f150ea-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.588184237998573e+18,8.834534656,0,0
a901259c-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842381023173e+18,8.938278912,0,0
a93ecf00-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842385064294e+18,9.34239104,0,0
a94e98e0-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.588184238609902e+18,9.44586368,0,0
a973d54c-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842388539144e+18,9.689875968,0,0
a983a350-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842389576276e+18,9.793589248,0,0
aa0ce4bc-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842398570263e+18,10.692987904,0,0
aa1cae7e-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842399605002e+18,10.796461824,0,0
aa23de56-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.588184240007589e+18,10.84355072,0,0
aa339d6e-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842401108124e+18,10.946774016,0,0
aa519288-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842403071398e+18,11.14310144,0,0
aa6160aa-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842404107195e+18,11.246681088,0,0
aa96b016-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842407600678e+18,11.59602944,0,0
aaa5c308-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184240858848e+18,11.6948096,0,0
aaa67fe6-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842408636964e+18,11.699657984,0,0
aab597d8-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842409626235e+18,11.798585088,0,0
ab093168-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842415104945e+18,12.346456064,0,0
ab19165a-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842416146624e+18,12.450624,0,0
ab3ed21e-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842418619453e+18,12.697906944,0,0
ab4e8f74-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842419650862e+18,12.801047808,0,0
abd7ad90-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842428637153e+18,13.699676928,0,0
abe5cbfa-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842429562158e+18,13.792177408,0,0
abe7c6b2-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842429692132e+18,13.805174784,0,0
abee3484-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842430113303e+18,13.847291904,0,0
abf575d2-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842430588956e+18,13.894857216,0,0
abfdf9dc-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842431147026e+18,13.950664192,0,0
ac709e6a-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842438660285e+18,14.701990144,0,0
ac807e98-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842439700777e+18,14.806039296,0,0
acd3811a-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842445140849e+18,15.350046464,0,0
ace36468-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842446182244e+18,15.454185984,0,0
