,type,uuid,timestamp,message,runtime
0,r,a43391bc-8a45-11ea-ab09-0242ac140003,1.5881842300454438e+18,Temperatur/Schlafzimmer,0.88140544
1,r,a44358b8-8a45-11ea-9ff4-0242ac140004,1.588184230149011e+18,Heizung/Schlafzimmer,0.984972544
2,r,a4acf8f4-8a45-11ea-ab09-0242ac140003,1.5881842308417766e+18,Temperatur/Küche,1.67773824
3,r,a4bcdb02-8a45-11ea-9ff4-0242ac140004,1.5881842309456315e+18,Heizung/Küche,1.781593088
4,r,a4c4cf7e-8a45-11ea-ab09-0242ac140003,1.5881842309978803e+18,Temperatur/Flur,1.83384192
5,r,a4d4a0c0-8a45-11ea-9ff4-0242ac140004,1.588184231101032e+18,Heizung/Flur,1.936993536
6,r,a53fbd1a-8a45-11ea-ab09-0242ac140003,1.5881842318022592e+18,Temperatur/Schlafzimmer,2.6382208
7,r,a5459258-8a45-11ea-ab09-0242ac140003,1.5881842318402765e+18,Temperatur/Küche,2.67623808
8,r,a54f40fa-8a45-11ea-9ff4-0242ac140004,1.5881842319037494e+18,Heizung/Schlafzimmer,2.739710976
9,r,a55502e2-8a45-11ea-9ff4-0242ac140004,1.588184231941445e+18,Heizung/Küche,2.77740672
10,r,a5aa02ec-8a45-11ea-ab09-0242ac140003,1.588184232499867e+18,Temperatur/Flur,3.33582848
11,r,a5b9ebf8-8a45-11ea-9ff4-0242ac140004,1.5881842326035725e+18,Heizung/Flur,3.43953408
12,r,a5de7608-8a45-11ea-ab09-0242ac140003,1.5881842328431846e+18,Temperatur/Küche,3.67914624
13,r,a5ee349e-8a45-11ea-9ff4-0242ac140004,1.5881842329465905e+18,Heizung/Küche,3.782552064
14,r,a67774f2-8a45-11ea-ab09-0242ac140003,1.5881842338462538e+18,Temperatur/Küche,4.682215424
15,r,a68747d8-8a45-11ea-9ff4-0242ac140004,1.5881842339499146e+18,Heizung/Küche,4.785876224
16,r,a68f2688-8a45-11ea-ab09-0242ac140003,1.5881842340018184e+18,Temperatur/Flur,4.837779968
17,r,a69f06b6-8a45-11ea-9ff4-0242ac140004,1.5881842341048794e+18,Heizung/Flur,4.94084096
18,r,a7106c7a-8a45-11ea-ab09-0242ac140003,1.5881842348488392e+18,Temperatur/Küche,5.684800768
19,r,a7204546-8a45-11ea-9ff4-0242ac140004,1.5881842349523223e+18,Heizung/Küche,5.788283904
20,r,a7745d7a-8a45-11ea-ab09-0242ac140003,1.588184235503929e+18,Temperatur/Flur,6.339890688
21,r,a7844190-8a45-11ea-9ff4-0242ac140004,1.5881842356075018e+18,Heizung/Flur,6.443463424
22,r,a7a96c5e-8a45-11ea-ab09-0242ac140003,1.5881842358516605e+18,Temperatur/Küche,6.687622144
23,r,a7b94e8a-8a45-11ea-9ff4-0242ac140004,1.5881842359552453e+18,Heizung/Küche,6.791206912
24,r,a82e1aa8-8a45-11ea-ab09-0242ac140003,1.588184236719718e+18,Temperatur/Schlafzimmer,7.555679488
25,r,a83db67a-8a45-11ea-9ff4-0242ac140004,1.5881842368227213e+18,Heizung/Schlafzimmer,7.65868288
26,r,a8422746-8a45-11ea-ab09-0242ac140003,1.5881842368522156e+18,Temperatur/Küche,7.688177152
27,r,a8520c4c-8a45-11ea-9ff4-0242ac140004,1.5881842369561068e+18,Heizung/Küche,7.792068352
28,r,a8598526-8a45-11ea-ab09-0242ac140003,1.588184237005812e+18,Temperatur/Flur,7.841773568
29,r,a86969d2-8a45-11ea-9ff4-0242ac140004,1.588184237109883e+18,Heizung/Flur,7.94584448
30,r,a8ce4546-8a45-11ea-ab09-0242ac140003,1.588184237769281e+18,Temperatur/Schlafzimmer,8.605242624
31,r,a8dafd04-8a45-11ea-ab09-0242ac140003,1.5881842378540012e+18,Temperatur/Küche,8.689962752
32,r,a8ddf360-8a45-11ea-9ff4-0242ac140004,1.5881842378728993e+18,Heizung/Schlafzimmer,8.708860928
33,r,a8eaf1f0-8a45-11ea-9ff4-0242ac140004,1.5881842379581612e+18,Heizung/Küche,8.794122752
34,r,a8f150ea-8a45-11ea-ab09-0242ac140003,1.5881842380005228e+18,Temperatur/Schlafzimmer,8.836484352
35,r,a901259c-8a45-11ea-9ff4-0242ac140004,1.5881842381035507e+18,Heizung/Schlafzimmer,8.93951232
36,r,a93ecf00-8a45-11ea-ab09-0242ac140003,1.588184238507831e+18,Temperatur/Flur,9.34379264
37,r,a94e98e0-8a45-11ea-9ff4-0242ac140004,1.5881842386112806e+18,Heizung/Flur,9.44724224
38,r,a973d54c-8a45-11ea-ab09-0242ac140003,1.5881842388549422e+18,Temperatur/Küche,9.690903808
39,r,a983a350-8a45-11ea-9ff4-0242ac140004,1.5881842389593518e+18,Heizung/Küche,9.795313408
40,r,aa0ce4bc-8a45-11ea-ab09-0242ac140003,1.5881842398585257e+18,Temperatur/Küche,10.694487296
41,r,aa1cae7e-8a45-11ea-9ff4-0242ac140004,1.5881842399617226e+18,Heizung/Küche,10.797684224
42,r,aa23de56-8a45-11ea-ab09-0242ac140003,1.5881842400088545e+18,Temperatur/Flur,10.844816128
43,r,aa339d6e-8a45-11ea-9ff4-0242ac140004,1.5881842401124393e+18,Heizung/Flur,10.948400896
44,r,aa519288-8a45-11ea-ab09-0242ac140003,1.5881842403084897e+18,Temperatur/Schlafzimmer,11.144451328
45,r,aa6160aa-8a45-11ea-9ff4-0242ac140004,1.5881842404123843e+18,Heizung/Schlafzimmer,11.248345856
46,r,aa96b016-8a45-11ea-ab09-0242ac140003,1.5881842407618977e+18,Temperatur/Schlafzimmer,11.597859328
47,r,aaa5c308-8a45-11ea-ab09-0242ac140003,1.5881842408602793e+18,Temperatur/Küche,11.696240896
48,r,aaa67fe6-8a45-11ea-9ff4-0242ac140004,1.588184240864918e+18,Heizung/Schlafzimmer,11.700879616
49,r,aab597d8-8a45-11ea-9ff4-0242ac140004,1.5881842409640591e+18,Heizung/Küche,11.800020736
50,r,ab093168-8a45-11ea-ab09-0242ac140003,1.5881842415123894e+18,Temperatur/Flur,12.348350976
51,r,ab19165a-8a45-11ea-9ff4-0242ac140004,1.5881842416160835e+18,Heizung/Flur,12.452045056
52,r,ab3ed21e-8a45-11ea-ab09-0242ac140003,1.588184241863637e+18,Temperatur/Küche,12.699598592
53,r,ab4e8f74-8a45-11ea-9ff4-0242ac140004,1.5881842419661527e+18,Heizung/Küche,12.802114304
54,r,abd7ad90-8a45-11ea-ab09-0242ac140003,1.5881842428657226e+18,Temperatur/Küche,13.701684224
55,r,abe5cbfa-8a45-11ea-ab09-0242ac140003,1.588184242957258e+18,Temperatur/Schlafzimmer,13.793219584
56,r,abe7c6b2-8a45-11ea-9ff4-0242ac140004,1.5881842429703677e+18,Heizung/Küche,13.806329344
57,r,abee3484-8a45-11ea-ab09-0242ac140003,1.5881842430126712e+18,Temperatur/Flur,13.848632832
58,r,abf575d2-8a45-11ea-9ff4-0242ac140004,1.5881842430599437e+18,Heizung/Schlafzimmer,13.89590528
59,r,abfdf9dc-8a45-11ea-9ff4-0242ac140004,1.588184243115811e+18,Heizung/Flur,13.951772672
60,r,ac709e6a-8a45-11ea-ab09-0242ac140003,1.5881842438679872e+18,Temperatur/Küche,14.7039488
61,r,ac807e98-8a45-11ea-9ff4-0242ac140004,1.5881842439713853e+18,Heizung/Küche,14.807346944
62,r,acd3811a-8a45-11ea-ab09-0242ac140003,1.5881842445159235e+18,Temperatur/Flur,15.351885056
63,r,ace36468-8a45-11ea-9ff4-0242ac140004,1.5881842446199421e+18,Heizung/Flur,15.455903744
64,r,ad09903e-8a45-11ea-ab09-0242ac140003,1.5881842448702106e+18,Temperatur/Küche,15.70617216
65,r,ad19609a-8a45-11ea-9ff4-0242ac140004,1.588184244973798e+18,Heizung/Küche,15.809759488
66,r,ad337246-8a45-11ea-ab09-0242ac140003,1.588184245144569e+18,Temperatur/Schlafzimmer,15.980530688
67,r,ad43314a-8a45-11ea-9ff4-0242ac140004,1.5881842452466673e+18,Heizung/Schlafzimmer,16.082628864
68,r,ada27966-8a45-11ea-ab09-0242ac140003,1.5881842458721882e+18,Temperatur/Küche,16.70814976
69,r,adb25c6e-8a45-11ea-9ff4-0242ac140004,1.5881842459762877e+18,Heizung/Küche,16.812249344
70,r,adb8b726-8a45-11ea-ab09-0242ac140003,1.5881842460178063e+18,Temperatur/Flur,16.853767936
71,r,adc8795e-8a45-11ea-9ff4-0242ac140004,1.5881842461209103e+18,Heizung/Flur,16.956871936
72,r,ae087b44-8a45-11ea-ab09-0242ac140003,1.5881842465402693e+18,Temperatur/Schlafzimmer,17.376230912
73,r,ae181ad6-8a45-11ea-9ff4-0242ac140004,1.5881842466418258e+18,Heizung/Schlafzimmer,17.477787392
74,r,ae238998-8a45-11ea-ab09-0242ac140003,1.5881842467166904e+18,Temperatur/Schlafzimmer,17.552652032
75,r,ae3306b6-8a45-11ea-9ff4-0242ac140004,1.588184246818272e+18,Heizung/Schlafzimmer,17.6542336
76,r,ae3b3a2a-8a45-11ea-ab09-0242ac140003,1.588184246872031e+18,Temperatur/Küche,17.707992576
77,r,ae4ac4ae-8a45-11ea-9ff4-0242ac140004,1.5881842469741612e+18,Heizung/Küche,17.810122752
78,r,ae766712-8a45-11ea-ab09-0242ac140003,1.5881842472600374e+18,Temperatur/Schlafzimmer,18.095998976
79,r,ae8605a0-8a45-11ea-9ff4-0242ac140004,1.5881842473626458e+18,Heizung/Schlafzimmer,18.19860736
80,r,ae9ddda6-8a45-11ea-ab09-0242ac140003,1.5881842475197673e+18,Temperatur/Flur,18.355728896
81,r,aeadafba-8a45-11ea-9ff4-0242ac140004,1.5881842476231757e+18,Heizung/Flur,18.45913728
82,r,aec9b0ca-8a45-11ea-ab09-0242ac140003,1.588184247805763e+18,Temperatur/Schlafzimmer,18.641724672
83,r,aed3f5bc-8a45-11ea-ab09-0242ac140003,1.588184247872936e+18,Temperatur/Küche,18.708897536
84,r,aed93752-8a45-11ea-9ff4-0242ac140004,1.5881842479073823e+18,Heizung/Schlafzimmer,18.743343872
85,r,aee36aa6-8a45-11ea-9ff4-0242ac140004,1.5881842479741967e+18,Heizung/Küche,18.810158336
86,r,aef3bd34-8a45-11ea-ab09-0242ac140003,1.588184248081615e+18,Temperatur/Schlafzimmer,18.917576704
87,r,af036afe-8a45-11ea-9ff4-0242ac140004,1.5881842481846103e+18,Heizung/Schlafzimmer,19.020571904
88,r,af6d0090-8a45-11ea-ab09-0242ac140003,1.5881842488771666e+18,Temperatur/Küche,19.713128192
89,r,af7cc890-8a45-11ea-9ff4-0242ac140004,1.588184248979891e+18,Heizung/Küche,19.815852544
90,r,af82fb2a-8a45-11ea-ab09-0242ac140003,1.5881842490205028e+18,Temperatur/Flur,19.856464384
91,r,af92a6d8-8a45-11ea-9ff4-0242ac140004,1.5881842491232064e+18,Heizung/Flur,19.959168
92,r,afd4598e-8a45-11ea-ab09-0242ac140003,1.5881842495531656e+18,Temperatur/Schlafzimmer,20.389127168
93,r,afe3f3da-8a45-11ea-9ff4-0242ac140004,1.5881842496559206e+18,Heizung/Schlafzimmer,20.49188224
94,r,b003255c-8a45-11ea-ab09-0242ac140003,1.5881842498602263e+18,Temperatur/Schlafzimmer,20.696187904
95,r,b005aa3e-8a45-11ea-ab09-0242ac140003,1.5881842498768765e+18,Temperatur/Küche,20.712838144
