s,b4423fe4-1515-11eb-bd4b-0242ac130002,1603446852766970702,Temperatur/Schlafzimmer
r,b4523854-1515-11eb-a24b-0242ac130004,1603446852873452061,
s,b4587980-1515-11eb-bd4b-0242ac130002,1603446852912627848,Temperatur/Küche
r,b4686c82-1515-11eb-a24b-0242ac130004,1603446853019367602,
s,b4c64898-1515-11eb-bd4b-0242ac130002,1603446853632248359,Temperatur/Schlafzimmer
s,b4c9c02c-1515-11eb-bd4b-0242ac130002,1603446853654970258,Temperatur/Schlafzimmer
r,b4d6130e-1515-11eb-a24b-0242ac130004,1603446853737719219,
s,b4d71f4c-1515-11eb-bd4b-0242ac130002,1603446853742605761,Temperatur/Flur
r,b4d96554-1515-11eb-a24b-0242ac130004,1603446853758556659,
r,b4e714ce-1515-11eb-a24b-0242ac130004,1603446853849057768,
s,b4f1501a-1515-11eb-bd4b-0242ac130002,1603446853914266020,Temperatur/Küche
s,b4fca4d8-1515-11eb-bd4b-0242ac130002,1603446853988513653,Temperatur/Schlafzimmer
r,b5013ae8-1515-11eb-a24b-0242ac130004,1603446854019992277,
s,b50c4898-1515-11eb-bd4b-0242ac130002,1603446854091016636,Temperatur/Schlafzimmer
r,b50c773c-1515-11eb-a24b-0242ac130004,1603446854093455851,
r,b51c3906-1515-11eb-a24b-0242ac130004,1603446854196941849,
s,b567fc9c-1515-11eb-bd4b-0242ac130002,1603446854691982254,Temperatur/Schlafzimmer
r,b5778b8a-1515-11eb-a24b-0242ac130004,1603446854795146515,
s,b58a40ea-1515-11eb-bd4b-0242ac130002,1603446854916556654,Temperatur/Küche
r,b599c75e-1515-11eb-a24b-0242ac130004,1603446855019153270,
s,b5bc1b1a-1515-11eb-bd4b-0242ac130002,1603446855243258191,Temperatur/Flur
s,b5c1fc10-1515-11eb-bd4b-0242ac130002,1603446855281784850,Temperatur/Schlafzimmer
r,b5cb9432-1515-11eb-a24b-0242ac130004,1603446855345432668,
r,b5d18518-1515-11eb-a24b-0242ac130004,1603446855384283161,
