5.0,4.0,2.0,3.0,3.0,0.0,0.0,5.0,0.0,67.2,43769856
4.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,67.2,43786240
13.9,10.6,4.1,4.0,7.1,7.0,20.4,10.9,1.0,67.4,43786240
21.9,17.3,21.2,19.2,17.6,28.3,22.5,37.8,1.0,68.9,43786240
7.0,6.2,4.1,9.0,5.1,6.9,7.0,6.1,1.0,67.8,43786240
2.0,3.0,5.0,9.1,4.0,1.0,4.0,2.0,1.0,67.7,43786240
4.0,4.0,3.0,2.1,3.1,2.0,2.1,2.0,1.0,67.7,43786240
8.1,4.0,6.9,3.0,5.0,1.0,1.0,3.0,3.0,67.6,43786240
2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,67.6,43786240
3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,67.6,43786240
5.0,3.0,2.0,1.0,3.1,2.0,1.0,0.0,2.0,67.6,43778048
4.0,3.0,17.2,2.0,3.0,2.0,3.0,5.1,1.0,67.3,43802624
6.0,3.0,2.0,3.0,5.0,3.0,2.9,3.0,2.0,67.3,43802624
4.1,3.0,5.9,8.0,5.0,5.9,4.0,5.0,1.0,67.3,43802624
3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,67.3,43802624
6.1,4.9,3.1,1.0,4.0,1.0,7.8,1.0,3.0,67.2,43802624
4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,67.2,43802624
5.0,2.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,67.2,43802624
6.8,3.9,2.0,1.0,3.0,2.0,1.0,1.0,2.0,67.2,43802624
4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,67.2,43802624
2.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,67.2,43802624
5.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,67.2,43802624
2.0,4.0,0.0,1.0,3.0,5.0,0.0,2.0,1.0,67.2,43802624
5.1,5.9,5.0,6.0,6.0,4.0,3.0,7.0,1.0,67.2,43802624
3.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,67.2,43802624
4.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,67.2,43802624
4.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,67.2,43802624
4.0,2.0,3.0,4.0,5.9,3.9,3.0,2.9,2.0,67.2,43802624
2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,67.2,43802624
1.0,0.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,67.3,43802624
