type,uuid,timestamp,runtime
r,c62fa390-0ca5-11eb-beaf-0242ac120003,1.6025191699112381e+18,0.455266048
r,c6323f9c-0ca5-11eb-beaf-0242ac120003,1.6025191699270497e+18,0.471077632
r,c634cf1e-0ca5-11eb-beaf-0242ac120003,1.6025191699433093e+18,0.487337216
r,c6375914-0ca5-11eb-beaf-0242ac120003,1.6025191699603274e+18,0.504355328
r,c639e94a-0ca5-11eb-beaf-0242ac120003,1.6025191699771172e+18,0.521145088
r,c63c75de-0ca5-11eb-beaf-0242ac120003,1.6025191699937034e+18,0.537731328
r,c63f0920-0ca5-11eb-beaf-0242ac120003,1.602519170010912e+18,0.554939904
r,c641a04a-0ca5-11eb-beaf-0242ac120003,1.6025191700275346e+18,0.571562496
r,c64410c8-0ca5-11eb-beaf-0242ac120003,1.6025191700428393e+18,0.5868672
r,c646a478-0ca5-11eb-beaf-0242ac120003,1.6025191700601523e+18,0.604180224
r,c6491cc6-0ca5-11eb-beaf-0242ac120003,1.6025191700763197e+18,0.620347648
r,c64b9f96-0ca5-11eb-beaf-0242ac120003,1.6025191700930173e+18,0.637045248
r,c64e2f2c-0ca5-11eb-beaf-0242ac120003,1.6025191701099543e+18,0.653982208
r,c650bb8e-0ca5-11eb-beaf-0242ac120003,1.6025191701266002e+18,0.670628096
r,c65354ac-0ca5-11eb-beaf-0242ac120003,1.6025191701439703e+18,0.687998208
r,c655ec76-0ca5-11eb-beaf-0242ac120003,1.602519170160509e+18,0.704536832
r,c6588346-0ca5-11eb-beaf-0242ac120003,1.6025191701780096e+18,0.722037504
r,c65b14e4-0ca5-11eb-beaf-0242ac120003,1.602519170194155e+18,0.738182912
r,c65d9c6e-0ca5-11eb-beaf-0242ac120003,1.6025191702111012e+18,0.755129088
r,c6603816-0ca5-11eb-beaf-0242ac120003,1.6025191702286292e+18,0.772657152
r,c662ce78-0ca5-11eb-beaf-0242ac120003,1.602519170245025e+18,0.789052928
r,c665602a-0ca5-11eb-beaf-0242ac120003,1.602519170262154e+18,0.806181888
r,c667da12-0ca5-11eb-beaf-0242ac120003,1.6025191702772063e+18,0.821234176
r,c66a5f08-0ca5-11eb-beaf-0242ac120003,1.602519170294115e+18,0.838142976
r,c66ccef0-0ca5-11eb-beaf-0242ac120003,1.6025191703102715e+18,0.854299392
r,c66f4856-0ca5-11eb-beaf-0242ac120003,1.6025191703264474e+18,0.870475264
r,c671c284-0ca5-11eb-beaf-0242ac120003,1.6025191703427044e+18,0.886732288
r,c6743c80-0ca5-11eb-beaf-0242ac120003,1.6025191703588959e+18,0.902923776
r,c676bbd6-0ca5-11eb-beaf-0242ac120003,1.6025191703754954e+18,0.919523328
r,c6794aa4-0ca5-11eb-beaf-0242ac120003,1.6025191703924933e+18,0.936521216
r,c67bda94-0ca5-11eb-beaf-0242ac120003,1.6025191704092516e+18,0.953279488
r,c67e6e1c-0ca5-11eb-beaf-0242ac120003,1.6025191704261263e+18,0.97015424
r,c68107ee-0ca5-11eb-beaf-0242ac120003,1.6025191704433884e+18,0.98741632
r,c6839fea-0ca5-11eb-beaf-0242ac120003,1.6025191704600566e+18,1.00408448
r,c686285a-0ca5-11eb-beaf-0242ac120003,1.602519170476528e+18,1.020556032
r,c688ae86-0ca5-11eb-beaf-0242ac120003,1.6025191704931732e+18,1.037201152
r,c68b3dd6-0ca5-11eb-beaf-0242ac120003,1.6025191705101496e+18,1.054177536
r,c68dd65e-0ca5-11eb-beaf-0242ac120003,1.6025191705272922e+18,1.071320064
r,c6906f68-0ca5-11eb-beaf-0242ac120003,1.6025191705439693e+18,1.087997184
r,c6930674-0ca5-11eb-beaf-0242ac120003,1.6025191705612764e+18,1.10530432
r,c6959af6-0ca5-11eb-beaf-0242ac120003,1.602519170577835e+18,1.121862912
