type,uuid,timestamp,runtime
r,dfbe5724-0ca6-11eb-beaf-0242ac120003,1.6025196422932708e+18,0.295524352
r,dfc0d738-0ca6-11eb-beaf-0242ac120003,1.6025196423077094e+18,0.309963008
r,dfc34842-0ca6-11eb-beaf-0242ac120003,1.602519642323367e+18,0.32562048
r,dfc5a2f4-0ca6-11eb-beaf-0242ac120003,1.6025196423361984e+18,0.338451968
r,dfc83cc6-0ca6-11eb-beaf-0242ac120003,1.6025196423560146e+18,0.35826816
r,dfcab3ca-0ca6-11eb-beaf-0242ac120003,1.6025196423717256e+18,0.373979136
r,dfcd24fc-0ca6-11eb-beaf-0242ac120003,1.602519642388453e+18,0.390706688
r,dfcf9110-0ca6-11eb-beaf-0242ac120003,1.6025196424036444e+18,0.405897984
r,dfd2123c-0ca6-11eb-beaf-0242ac120003,1.6025196424209915e+18,0.423245056
r,dfd47f2c-0ca6-11eb-beaf-0242ac120003,1.6025196424358134e+18,0.438066944
r,dfd6f18a-0ca6-11eb-beaf-0242ac120003,1.602519642455046e+18,0.457299456
r,dfd95592-0ca6-11eb-beaf-0242ac120003,1.6025196424646356e+18,0.466889216
r,dfdbd20e-0ca6-11eb-beaf-0242ac120003,1.6025196424836746e+18,0.485928192
r,dfde441c-0ca6-11eb-beaf-0242ac120003,1.60251964249968e+18,0.501933568
r,dfe0b99a-0ca6-11eb-beaf-0242ac120003,1.6025196425154388e+18,0.517692416
r,dfe33698-0ca6-11eb-beaf-0242ac120003,1.6025196425330332e+18,0.535286784
r,dfe59456-0ca6-11eb-beaf-0242ac120003,1.6025196425481027e+18,0.550356224
r,dfe7f4e4-0ca6-11eb-beaf-0242ac120003,1.6025196425621412e+18,0.564394752
r,dfea6f1c-0ca6-11eb-beaf-0242ac120003,1.602519642579396e+18,0.581649664
r,dfecde82-0ca6-11eb-beaf-0242ac120003,1.6025196425950868e+18,0.597340416
r,dfef36a0-0ca6-11eb-beaf-0242ac120003,1.602519642610184e+18,0.612437504
r,dff1b0a6-0ca6-11eb-beaf-0242ac120003,1.6025196426257482e+18,0.628001792
r,dff4563a-0ca6-11eb-beaf-0242ac120003,1.602519642645709e+18,0.647962624
r,dff6b6a0-0ca6-11eb-beaf-0242ac120003,1.6025196426632596e+18,0.665513216
r,dff916e8-0ca6-11eb-beaf-0242ac120003,1.6025196426732e+18,0.675453696
r,dffbb1fa-0ca6-11eb-beaf-0242ac120003,1.6025196426931287e+18,0.695382272
r,dffe1468-0ca6-11eb-beaf-0242ac120003,1.6025196427087987e+18,0.711052288
r,e0007f46-0ca6-11eb-beaf-0242ac120003,1.60251964272314e+18,0.725393664
r,e002e43e-0ca6-11eb-beaf-0242ac120003,1.6025196427403668e+18,0.742620416
r,e005480a-0ca6-11eb-beaf-0242ac120003,1.6025196427551027e+18,0.757356288
r,e007d232-0ca6-11eb-beaf-0242ac120003,1.6025196427744768e+18,0.776730368
r,e00a2942-0ca6-11eb-beaf-0242ac120003,1.6025196427847803e+18,0.787033856
r,e00cad20-0ca6-11eb-beaf-0242ac120003,1.6025196428033485e+18,0.805602048
r,e00f2afa-0ca6-11eb-beaf-0242ac120003,1.602519642820793e+18,0.823046656
r,e011a0b4-0ca6-11eb-beaf-0242ac120003,1.6025196428373622e+18,0.839615744
r,e013fdd2-0ca6-11eb-beaf-0242ac120003,1.6025196428521068e+18,0.85436032
r,e0165816-0ca6-11eb-beaf-0242ac120003,1.6025196428650683e+18,0.867321856
r,e018fc2e-0ca6-11eb-beaf-0242ac120003,1.602519642884852e+18,0.887105536
r,e01b76ca-0ca6-11eb-beaf-0242ac120003,1.6025196429007826e+18,0.90303616
r,e01de7f2-0ca6-11eb-beaf-0242ac120003,1.602519642916923e+18,0.919176448
r,e0206900-0ca6-11eb-beaf-0242ac120003,1.6025196429349627e+18,0.937216256
r,e022d410-0ca6-11eb-beaf-0242ac120003,1.6025196429486684e+18,0.950921984
r,e0255afa-0ca6-11eb-beaf-0242ac120003,1.602519642966328e+18,0.968581632
r,e027c876-0ca6-11eb-beaf-0242ac120003,1.6025196429838592e+18,0.986112768
r,e02a49ca-0ca6-11eb-beaf-0242ac120003,1.6025196429992133e+18,1.00146688
r,e02cd140-0ca6-11eb-beaf-0242ac120003,1.6025196430159895e+18,1.018243072
r,e02f3764-0ca6-11eb-beaf-0242ac120003,1.6025196430273441e+18,1.029597696
r,e031ab2a-0ca6-11eb-beaf-0242ac120003,1.6025196430452513e+18,1.047504896
r,e03433e0-0ca6-11eb-beaf-0242ac120003,1.60251964306303e+18,1.065283584
r,e036a1e8-0ca6-11eb-beaf-0242ac120003,1.602519643077939e+18,1.080192512
r,e0392990-0ca6-11eb-beaf-0242ac120003,1.602519643097098e+18,1.099351552
r,e03b8e2e-0ca6-11eb-beaf-0242ac120003,1.602519643110539e+18,1.112792576
r,e03e10e0-0ca6-11eb-beaf-0242ac120003,1.602519643129076e+18,1.131329536
r,e04075d8-0ca6-11eb-beaf-0242ac120003,1.6025196431415918e+18,1.143845376
r,e042feb6-0ca6-11eb-beaf-0242ac120003,1.602519643160759e+18,1.163012608
r,e0456dc2-0ca6-11eb-beaf-0242ac120003,1.6025196431763773e+18,1.178630912
r,e047d968-0ca6-11eb-beaf-0242ac120003,1.6025196431945948e+18,1.196848384
r,e04a5058-0ca6-11eb-beaf-0242ac120003,1.6025196432055805e+18,1.207834112
r,e04cebba-0ca6-11eb-beaf-0242ac120003,1.602519643226067e+18,1.228320512
r,e04f4aae-0ca6-11eb-beaf-0242ac120003,1.602519643241084e+18,1.243337472
r,e051b88e-0ca6-11eb-beaf-0242ac120003,1.602519643259135e+18,1.261388544
r,e0543780-0ca6-11eb-beaf-0242ac120003,1.6025196432728195e+18,1.275073024
r,e056aa2e-0ca6-11eb-beaf-0242ac120003,1.6025196432891287e+18,1.291382272
r,e0593104-0ca6-11eb-beaf-0242ac120003,1.60251964330586e+18,1.308113664
r,e05b9246-0ca6-11eb-beaf-0242ac120003,1.6025196433211177e+18,1.323371264
r,e05dffae-0ca6-11eb-beaf-0242ac120003,1.602519643337869e+18,1.340122624
r,e060881e-0ca6-11eb-beaf-0242ac120003,1.6025196433543977e+18,1.356651264
r,e06300c6-0ca6-11eb-beaf-0242ac120003,1.6025196433712886e+18,1.373542144
